t_index    term   df
712a6f1d   bloodi   8
726dcefc   bloodiest   1
c5eb1142   bloodless   2
89014713   bloodsh   12
f5ea423b   bloodstain   1
e81bfcfe   bloomberg   1
25e0468a   bloomer   1
9c0331dc   blous   1
5d9113d9   blow   25
30c01f01   blown   11
b7f23fa1   blowtorch   1
0d376ba6   blue   68
122417d1   blueprint   12
d41128ab   bluf   5
8047244e   blunk   2
4d217a3a   blunt   2
d22e962b   bluntli   2
78bc3df4   blur   2
674ed0b3   blurb   1
7b7bf056   blusteri   1
697541d0   blvd   1
d54e645e   bnaibrith   1
cd24b5aa   bo   5
d7cbc9d3   board   70
961742f5   boarder   5
eb2455cc   boardwalk   1
7bd1c14d   boast   3
f9bea7b9   boat   302
3cf6185b   boater   1
e1fbad43   boatmen   1
6af0517f   bob   31
9e233cf0   bobbi   9
c9e91527   bobic   2
2f034653   bodi   403
49d26897   bodien   1
08840b12   bodin   14
ae3bddf7   bodon   1
55d72b6e   bodyguard   14
6fa01661   boe   3
019b9468   bog   2
44b1a507   boga   1
f6fc231d   bogg   2
e81cb058   bogu   6
4c5d2c5f   bohdan   2
0b3b1a54   boi   51
5f5fe822   boigni   11
63cbf659   boil   1
57424c75   boister   1
f18dd029   bojic   1
aec6c3e8   bold   3
6be2eb20   boldli   1
75fdde23   bolivia   1
6d00bdaa   bolona   3
59a6b51c   bolster   13
de1dd2a4   bolt   1
c04a5c20   bomb   630
e93020e5   bombai   7
80d3f814   bombard   2
401104a0   bombei   1
51015ec7   bomber   88
e34cd8dd   bombet   2
d97caa47   bombmak   4
f4017106   bombshel   1
a1583148   bond   22
6ec4d4ad   bondjump   1
1645f04c   bone   62
3c95a1f0   bonecardi   2
d863276f   bonfir   3
5c270736   bonilla   2
4197f736   bonni   1
c0937a63   bono   1
669ee100   bonu   1
b9769c4e   boo   4
3d5943f8   boobi   4
c02467a2   book   32
d3553a7b   bookend   1
7269e1b8   boom   7
515ed747   boost   14
ce0ea2c7   booster   1
0d4239d6   boot   5
3f600509   booth   11
1a2b4033   bor   1
81a1f1d1   border   70
febccd93   bore   4
90874f9a   borg   1
9a27c1a6   bori   7
5a6eaf8d   borisav   1
e9b38b93   borislav   4
ae9231e2   borisov   1
21cc969d   borivoj   1
f41c43af   bork   1
d884ef93   borka   1
9f7786b8   born   57
14c159a1   borneo   4
a602a778   borotra   1
d534d7f5   borrow   2
927bca95   borzon   2
5299d68e   bosnia   40
3234c7a2   bosnian   11
e0eb4317   boss   10
0f6eb143   boston   20
97dcbd3f   botch   5
7913b918   bother   9
224f270b   bottl   8
c6c8d493   bouak   1
29fbba74   boucher   11
ff188310   bouffard   1
f644e9c8   bought   11
53c7aaf4   boulevard   1
56185b08   bounc   7
53481c16   bound   16
f3b1bddc   boundari   2
02281565   bounti   1
4304d2ec   bout   5
71408524   bow   11
64e006cb   bowel   2
0adb84c2   bowen   4
84ac3926   bowl   1
31de4d42   bowman   1
98ff6907   bowmen   1
40446a0f   bowrei   1
ccfdca1c   box   29
b3b857b0   boxer   1
9f5c5b7d   boycot   30
442f62c8   boycott   21
c8bdaf6f   boyd   2
58550de3   boyfriend   4
3c4a588a   bozov   5
689922a8   braca   2
b4ef26bb   brace   4
d0742a8e   braci   3
f257fad7   bracket   1
5ad743e0   brad   6
aa0ae5b9   bradi   1
846e14e9   bradman   2
3d7b81c0   bradshaw   1
83f100ed   brag   4
88f9d7ba   brain   2
ca12f9b5   brainwash   3
e6ac6e31   brake   1
7e5c6966   branch   10
245192a2   brand   6
bfafc13d   brandish   6
1cea67cc   brandon   1
74f2ba9a   brash   2
65e2e0fd   brass   4
d2944a3c   brave   6
483fc372   bravent   1
039b22d0   braveri   2
0442c013   bravo   8
06d4d183   brazen   1
938d3f45   brazil   3
30cf4a1f   brazilian   1
d6335211   breach   3
10de7718   bread   1
e52c2259   breadbasket   2
ad633820   break   161
41521ca6   breakawai   2
0b5c0bfe   breakdown   3
1ab19251   breaker   1
f7d7b86e   breakfast   6
8cc41b96   breakout   15
0ed8e0d8   breakthrough   16
67114148   breakup   3
d1e81e78   breast   5
bfd6cc36   breath   7
13ccc4a8   breaux   1
b9ff535d   breed   5
c384cc2d   breez   6
5ca1dad3   breme   1
f257b89e   bremer   1
efa119f1   brenton   2
d70e5555   brevant   1
5a0b35e4   brew   3
b4a2468e   brewer   1
e2de5a3e   brian   17
504afa67   bribe   43
a3fd2a1a   briberi   10
862b6d89   brick   16
f6f52c82   bride   1
98ceae8b   bridg   23
47567010   bridgett   1
bf89ca6e   brie   6
f312765d   brief   69
a6910e7b   briefli   24
4bff7e7b   brien   1
d1b24867   brig   1
a0096005   brigad   3
5e502011   bright   11
2fab8e93   brighten   2
3beb93ea   brighter   1
032196e9   brightest   2
a47998d5   brightli   1
fb377a99   brilliant   3
0764c248   brim   1
c51314a1   bring   154
a1881894   brink   16
95b03c99   brisk   1
7aa28a44   briskli   3
12e5ecbe   bristl   3
57d106dc   britain   45
93beaef2   british   104
7b1e975a   briton   5
26e30315   broad   17
9386bd99   broadcast   79
bf1ab2f0   broaden   2
ab5aaf89   broader   10
34c8a4b6   broadli   3
9e2f55d4   broder   2
f1467a8d   brokaw   1
cc23783b   broke   124
274c86a6   broken   52
330c9bdf   broker   10
b6742f92   brokerag   1
adf02b41   bronco   1
8cc9d1f3   bronxvil   1
74a51bd8   bronz   2
d21f9d7a   brood   1
6fa2d242   brook   3
f7649224   brooklyn   3
ddef5458   broom   1
9e7784d7   brother   102
1120d407   brought   136
07d68fce   brow   2
45110ecf   brown   23
d45042ff   broz   1
d895cea1   bruce   1
47dee3dd   bruis   7
c99f9f0c   brunei   27
6b4eda93   brunswick   1
38f06bf4   brunt   4
18885280   brush   8
5e6d9efa   brussel   8
4d20804e   brutal   17
9216d023   bryan   4
ef24aa64   bryann   1
49293107   bryant   2
dc34efcd   bt   1
6b292ec9   bu   27
85d51d55   bubbl   2
adf69b93   buccan   1
9f25ac5e   buchanan   7
7db3f57d   buck   9
9abee1bb   bucket   4
8cfb940c   buckl   14
96fb3c5f   bud   3
63497de3   budapest   1
e0cedd8d   buddhist   1
5aeadda3   buddi   1
d596c4ae   budget   10
04655ba8   budnev   1
cae6243c   budor   1
835a876f   budsmen   1
fe027635   budva   1
809bbf88   bueni   2
f8c0be56   buf   4
dbd505db   buff   4
952726ff   buffalo   4
395f8009   buffer   1
4fdd7f52   bug   7
1cf7b1e5   bugss   1
457df16e   bui   51
78552710   build   415
e27aeb23   builder   6
9fda383a   buildup   2
088e365c   built   37
a5b35437   bulatov   8
31157ef5   bulg   1
9ea014da   bulgaria   3
558e72c0   bulk   5
7a81821b   bulkhead   6
4ab39f10   bulki   1
09aea046   bulldoz   38
6e9f825b   bullet   10
a5158300   bulletin   3
6e5ca493   bulletproof   4
30cd5027   bulli   3
1d84b6b5   bullzdoz   1
990bf57d   bum   1
985f3175   bump   2
3f564489   bumper   5
5f98b5f9   bumpi   1
a1b4a79d   bunch   9
07bc6cb9   bundl   1
d4e387cb   bungl   6
5a108060   bunk   5
90bd15f8   bunker   7
373715df   bunkroom   1
9776de14   bunt   1
e8ea1bbb   buoi   7
39ee0645   buraika   1
f5aa8a89   burch   2
8527cdf8   burden   7
baba6bdb   bureau   40
34c54b28   bureaucraci   4
dbefa122   bureaucrat   9
8ab4bbe8   burglar   7
12378e67   burglari   9
e5bf5f5c   burgsmul   2
dcd23fb6   buri   159
e14714bc   burial   18
b2e9bdbf   burk   6
4179ab4b   burkhard   1
9fbecb97   burkina   10
294934e4   burkinab   1
7b9fc610   burkl   5
6a8acc30   burli   4
d98278a8   burn   65
a75aa48c   burner   2
c649e2ed   burnt   3
8ded034f   burri   1
f271c6e0   burst   10
a832fdcf   burton   8
64882a51   buse   20
b70ee760   bush   496
44073074   bushi   1
bbb6d472   bushnel   1
00132664   busi   138
c0af8b3d   busiest   1
1a15c96a   busili   1
77e431a1   businessman   62
dec515e4   businessmen   5
a61ebd07   buss   1
a34efa19   bust   9
c86edf2f   bustamant   2
c795c8bc   bustl   5
a327e664   butcher   4
3dcbb55c   butter   1
7456120f   button   5
8a114a1d   buttress   5
44896b03   buyer   3
276c257d   buzz   6
da849194   bye   5
54ec2bab   bypass   6
2b82558e   byrd   7
1b452244   ca   2
19a01711   cab   2
76358171   cabana   1
41f4d066   cabin   2
83e4c99b   cabinet   55
7fc22e77   cabl   6
ff7085fa   cacak   15
7f7533b6   cach   2
c96a5282   cadav   1
0e70f4ce   cadet   1
e5dbb870   caeti   2
d913c310   cafe   4
4f6058f1   cafetalon   1
0b69a847   cafeteria   1
05d2dac2   cage   5
0a2213e0   cagl   1
3884d71a   cahokia   3
d5ff4f86   cairo   6
4ab407ef   caisson   1
feb0b60d   cake   5
1300992d   cal   2
e01ecdeb   calam   5
64a0215c   calamit   1
25bf3c9f   calatrava   2
ef910a92   calcul   11
37d98860   calculu   1
6807b9fc   calcutta   4
e2d02024   calderon   2
9549edbd   calei   1
bc7be64f   calena   1
990fb1c6   calhoun   1
0fe0ca59   calib   4
d396ce4a   calif   8
ba0ef06e   california   42
98ad4146   calina   1
a9ed513a   calix   1
53925c66   callahan   2
3f121780   callen   3
2b520af9   caller   7
73dff7cd   callou   1
3f1e98c7   callous   1
3c23711c   calm   42
336cd9c7   calmli   1
e0ff0aa8   calvario   6
06908051   calvert   1
a900d60c   cambodia   7
b0ecbf52   camden   1
798ef0ab   camel   3
e318b64c   camera   29
70bf308f   cameraman   3
0cdb6688   cameroon   2
b74750a4   camouflag   7
43bfb4b3   camp   61
8306b57b   campaign   346
6307ee90   campbel   1
feac7f28   campfir   3
fcf9edc0   campground   1
60de4442   campu   2
243c24de   canada   15
595abdec   canal   41
0203f595   canberra   1
2522413e   cancel   45
5f59de4e   cancer   63
f3ea2ed2   candid   273
3a65474b   candidaci   17
dc7c74ee   candiotti   4
2cba807b   candl   3
55bd5e1b   candlelight   4
97c36f61   candor   2
8b508b9a   cane   2
6e0dabac   canist   2
98c1f6d5   cannadai   3
ba5a3b17   cannistraro   10
b5be0615   cannon   4
c39da18a   canon   1
0ce44fa7   canopi   2
f34bf805   canton   1
1a353c2c   cantwel   4
e339eefa   canva   3
d97ca608   canvass   3
07408454   cap   19
24d42ec4   capabl   34
bea06ec3   capac   17
6c3744e5   cape   2
9968701b   capit   226
3de1d1a4   capitalist   2
463b5cda   capitol   42
087db7e0   capitul   1
778790be   capp   1
0138f47a   capriati   146
33a08bfd   capsul   2
abf194ad   capt   34
7e0a5e83   captain   45
e8132644   captiv   6
92daf4b2   captor   4
dc9c1f88   captur   84
697b065d   car   137
f2bbe09b   caraca   3
c5728992   carat   1
c2f201d4   caravan   3
3d91aa6e   carbon   2
d4b47741   card   35
0a0d7617   cardboard   1
bf1adf28   cardiopulmonari   1
63a9b645   care   82
e14b0638   career   60
168533d8   carefulli   18
cf0e71aa   carei   1
a28c80bc   caretak   5
72dd0510   cargo   14
e0b09eaa   caribbean   2
313c5a7b   carin   1
86219b7f   cario   1
27a22ae2   carjack   4
6c597f67   carl   5
f3c1a6e8   carlo   31
155e57e4   carlson   1
80195ce1   carlton   1
644efa0a   carman   1
a4a54957   carmelo   2
cd6fde4f   carmen   4
7296f3ca   carmodi   4
aed3b7c1   carnahan   411
2ed3cee0   carnahand   1
77cec2e8   carniv   1
f9b80e97   carol   7
89d6d855   carolina   11
a148873e   carpent   12
0a9d3623   carper   16
b8d0b039   carpet   5
224e2bad   carpetbagg   2
1622e017   carr   1
a6ebef8d   carri   246
6fe71f69   carrier   27
2362a27a   carrol   2
eb54bb10   carrot   2
caf5f872   carson   5
a46f660d   cart   1
162f5424   carter   10
86bed8b6   carthag   2
ca54e404   carv   9
1876e527   carver   1
bf68af97   case   303
f9533c58   casetch   1
6cee62a6   cash   26
921df692   cashier   1
5046b368   casino   1
ce13fbf4   casket   23
78ae7fdf   cast   61
f1b5714a   castellano   2
449f6290   castiel   2
20acca47   castil   2
2281ab66   castleburi   9
6b0d7ba2   castro   16
f5435acc   casual   2
34e6fa5d   casualti   24
db368047   cat   2
3b10290d   cataclysm   1
59f255b7   catalyst   1
8e1969d7   catastroph   13
fc9e81c9   catcal   1
cc47b54f   catch   17
c51660a0   cate   4
492acb10   categor   1
a3e4a0b8   categori   1
694f9242   caterpillar   3
7e21abb2   cathedr   1
364aeacf   catherin   7
fa46d7b3   cathi   1
b9f3b3aa   cathol   7
07c29c09   catholicrelief   1
79d42f7b   cattl   4
b70d2254   caucasian   2
1102c620   caught   50
db41ee24   caus   180
ee35b401   caution   19
ff25ee66   cautiou   20
500f0604   cautious   2
ca889200   cave   3
99a2701a   cavern   1
09929f74   cavort   1
19b942f0   cawl   3
00646793   cayman   3
c2636149   cb   7
702ee753   cd   3
7d49f976   ceas   18
164a3704   ceaselessli   2
013f5efc   ceausescu   1
ad2f7f12   cecil   1
1050a3ed   cedar   3
ca3f53b7   cede   3
e623eb52   cedomir   1
c4aa34b0   cedric   6
e26cef88   ceil   2
6d672ce1   celebr   99
ab86e320   celebrateor   1
d7012fb0   celera   1
1070e239   celest   1
978cd21f   cell   30
98336f06   cellblock   1
4064271b   cellphon   2
0ebc5eaa   cellular   10
93d2abe8   cement   9
2457026f   cemeteri   10
f1cf1a59   censor   2
b958d3ee   censorship   3
502439d5   cent   1
7cba0f74   centcom   4
3955ab76   center   200
f2ad3706   centerpiec   2
d956eb79   centigrad   1
c4964472   centimet   2
c83f0203   central   94
aa0728ee   centrist   8
f6d77673   centuri   32
6307fe65   ceo   1
7b3f0141   ceremoni   62
a63d974f   cerf   9
f3b32f08   cerna   3
70a74595   certainli   72
317f5c0f   certainti   4
c263d994   certif   3
91f9e1d0   certifi   3
f5df22f5   cesar   2
ac1d6482   cessat   1
9f903764   cessna   8
7eb4d1be   cetera   1
d3500043   cetinj   1
4e040544   cha   1
abb8d02c   chad   2
66c50734   chadwick   2
3cf5f2d7   chafe   3
73a76903   chagrin   1
75033e41   chain   14
61432338   chair   19
a4b7da0c   chairman   70
0d96fe49   chairmen   3
6b88c6c1   chalk   2
c02bb93a   challeng   108
3ffd62ed   chamber   18
35a4b6eb   chamberlain   2
3de0e0d3   chameleon   1
a6598574   champ   11
1652c8f8   champion   115
0cdcb1ae   championship   7
dcfb3c47   chanc   117
b2f7e3d2   chancellor   5
63196638   chanda   3
d54235cd   chandeli   2
f51823fd   chandler   19
7d0b480d   chandrika   1
008d3854   chang   185
a5c9f7ab   changeov   9
0fe22df4   channel   20
a9706a15   chant   39
ca739b07   chao   41
b8529dcf   chaotic   8
0715c573   chap   2
36192ecc   chapel   5
209d12ca   chaplain   15
e13363ff   chaplin   1
775c7c60   chappaqua   11
46bd5d5a   chapter   12
692e477a   char   3
60b12702   charact   17
fe7f5077   character   7
316704d8   characterist   5
298cb3ac   charad   1
e874058b   charg   299
e289c09b   charisma   2
0b14ea6a   charit   7
926da056   chariti   6
89bf4ea0   charl   27
5d28829e   charleston   3
dff967f2   charlestown   1
dda90b80   charli   2
82e8a13c   charlott   2
418957ca   chart   2
9f9547e6   charter   9
5a8e9e50   chase   22
e2639676   chasm   2
db63c160   chat   5
735bdc3b   chattanooga   1
8e9ac11e   chatti   1
6c7e0064   chau   2
d45ff061   chauffeur   1
e6646a9e   chavez   10
41898bbc   cheap   1
9dff8faf   cheat   11
91cbfba6   chebeck   14
5d4752a1   chechnya   9
5f07237b   check   52
d54a8efb   checker   1
70966e20   checkpoint   2
a8ea5de2   checkup   3
f9b8f59e   cheek   1
86932df0   cheer   43
3439190b   cheerlead   2
318eecf4   chees   1
6ca27660   chef   2
a1ec2ee9   chela   12
726ae3d8   chell   1
557dfb4c   chelsea   18
a6380d52   chemic   9
4f9e2c96   chemistri   3
11a38f97   chemotherapi   1
027982b0   chenei   49
fe66e9b0   cheri   20
dc8d5a45   cherish   2
64daa00c   chernomyrdin   2
5c385dea   cheroke   4
0eea5290   cheron   3
3f823183   cherri   2
993e29f5   chesapeak   1
81fa2c1f   chest   8
7d7dd77e   chetna   1
d49ee93a   chetsov   1
ab64a628   chew   1
f6e90d62   chi   37
fcabdfb8   chic   1
ca30c94a   chicago   6
448e8ee3   chicken   2
0b0fc579   chide   1
0ee89fa6   chief   270
b042086d   chiefli   3
ee514cf7   child   57
cb56f7ac   childhood   4
61bbf8d8   children   103
594c8df3   chile   9
56bc44d1   chill   17
8d767d6e   chilli   5
5f2e2c0d   chillicoth   2
8aa47b40   china   60
aba00656   chines   15
6cbff05d   chinfo   4
38e9fd5a   ching   1
5c72f16f   chink   1
8004f57c   chino   2
55568df9   chip   8
26441e4b   chirac   10
b574ad37   chisel   1
46bfd773   chizhov   1
f16c9171   chizov   1
e910464b   chladkova   3
71dc93d2   chlorin   4
440572c0   chocol   1
8cc28372   choi   1
8c0ae57a   choic   52
e2f9017b   chok   1
31d991c0   choke   7
4273cfa1   cholera   1
8cd6937e   chomp   1
8992c46c   chon   1
5a6e22d3   choos   19
c54438ae   chopper   1
ed47aef1   chopstick   1
a60b4cce   choreograph   1
101a5cf5   chorichech   2
dc1b80c4   choru   1
08f12055   chouchescu   2
f6b91c02   chow   1
b8faa77f   chri   37
f3f54da2   chrisdorton   2
cad13d1c   christen   4
88391270   christi   4
ce4730d1   christian   38
841195c5   christianchildrensfund   1
5bc7f854   christina   3
252f3aae   christma   69
a1bb2d0d   christoph   21
6501a687   chronic   2
53c814f9   chronicl   2
90add8d8   chrysanthemum   1
e2a9101b   chu   1
fffcfe79   chubbi   2
2fcfa966   chuck   10
9db9b237   chuckl   2
44282b8f   chudakova   3
086cdc7b   chunk   4
e4e8acb2   church   79
30907b1f   churchvil   1
5760216f   churchworldservic   1
8bfe24b3   churn   1
92c51c96   cia   38
e04fa81b   cienfuego   1
5be5a6b2   cigarett   2
cc193c0a   cinder   1
40b08f16   cinderblock   3
b00bfec0   cinema   2
986592aa   cio   2
084288a1   circl   19
776950cf   circu   3
a60ae15a   circuit   8
9c47f21d   circul   8
c73cfdc4   circumst   37
b9287621   circumstanti   2
61104716   circumv   3
607cbcd8   cisnero   14
459afdcf   ciss   1
225e32ed   citadel   1
dd01b06f   citat   2
fd72a5ae   cite   38
99e9a99b   citi   379
1cbac60a   citizen   90
1af2c877   citizenri   2
93aa1e34   citizenship   14
31594b15   citywid   1
f4901fb4   civic   5
492d508c   civil   82
8354677d   civilian   66
b70ab22b   clad   3
648c7f1a   clai   6
3aba59a3   claiborn   2
a9698830   claim   190
640fd644   clair   9
dfc8c281   clamber   5
418e0aa3   clamor   3
a34282cb   clandestin   3
1ba7a774   clap   1
ce1ec626   clarenc   1
6e5da38a   clarifi   3
7258003a   clariti   1
89a3fcc2   clark   95
9769566a   clarkston   1
8c44a61d   clash   77
4472bf77   clasp   1
9d54fc7a   class   63
61d93dd4   classic   7
93cae097   classifi   47
565b91da   classmat   2
4a884d73   classroom   2
6f471082   clavet   1
1ef7e06a   claw   6
3ebee1b0   clean   26
e8db8512   cleanli   1
0bc88000   cleans   8
6e55e29d   clearanc   7
2357a339   clearer   4
3354f2c5   clearest   1
bcc5a806   clearli   64
8d743120   cleavag   1
3fe5c13e   cleaver   2
8fd64e14   clemenc   62
fa5d1846   clement   85
da7aa924   clergi   2
f850bd64   cleric   5
95119ec5   clerk   9
3820b238   cleveland   2
d84663e4   clever   4
9ed6de9e   cleverli   1
7e9d710e   click   2
1dfeba9c   client   17
d8fb81a8   cliff   1
3b676c93   clifford   2
c532d2c5   clijster   15
44c8123d   climact   1
0da7f82f   climat   4
693cf41a   climax   4
85912643   climb   23
80c1615d   clime   1
9f8c7ef4   clinch   2
3da50826   cling   8
a39a8ff5   clinic   8
593e0413   clink   1
9cc3a2ea   clinton   1245
9b42b608   clintonesqu   1
921aaec7   clintonit   1
49e4effe   clip   3
ce3d6317   clister   1
63e850aa   cloak   1
6c76a20a   clock   16
43f62c44   clod   1
90062c65   clodfelt   5
9ad06f49   clog   1
42b53544   cloister   1
435adcb2   cloner   1
bca2edf9   closabl   1
754d7d26   close   380
8d3b3b1f   closemouth   1
90e829a7   closer   30
a77cde56   closest   35
22a5afbd   closet   1
ddb50ca0   closeup   1
acfb88e1   closhg   1
837378b7   closur   7
dcb57f20   cloth   49
64ef6ac7   cloud   23
a4fa40e9   cloudless   1
14347b8b   clout   4
bda71248   clown   1
3d262dc3   clton   1
bffd4164   club   17
baad067a   clue   31
cf6f9812   clump   1
1e068c90   clumsi   1
69bb2532   clung   2
47b7acf5   cluster   4
75808b96   clutch   4
7e8bba18   clyde   1
55dfbada   cmc   1
87d0c0eb   cmdr   38
55069c99   cnn   57
f16d806d   coach   17
e25d317d   coachlight   13
8612d30f   coal   50
45789586   coalit   71
a24468cd   coalmin   1
f6b6cc04   coast   274
9377494e   coastal   11
402df27b   coaster   1
7dffe1ff   coastlin   12
4e24ca65   coat   10
2abfc650   coax   3
d10b80ac   cobar   1
d0401c7f   coburn   8
5a0aec9e   coca   2
99276b51   cocain   8
326f8bbf   cochran   7
241223a1   cochranvil   1
8cdc66b1   cock   6
40386eea   cocker   1
4aad770a   cocktail   3
50aa62a2   coco   2
0ba69483   cocoa   16
915b4f58   cocodi   3
fc0227ba   code   10
98992b8f   codi   5
4458325d   coei   1
e5dfb6d2   coercion   1
82df924d   coetzer   41
c24c7bce   coffe   39
51948942   coffer   2
10aade4d   coffield   1
beb6f8f4   coffin   21
b08dd59d   cognac   1
5a57cd9d   cohen   147
4e17d0e4   coher   1
f90a11e0   cohes   3
e3088949   cohort   1
d4519b85   coil   2
ba6a198c   coin   4
